year,state_name,state_po,county_name,county_fips,office,candidate,party,candidatevotes,total_votes,version,mode,perc,state,match,mask,republican,democrat,may_1_cutoff
2020,GEORGIA,GA,SPALDING,13255,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5234,30116,20210622,ELECTION DAY,0.173794661,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,SPALDING,13255,PRESIDENT,DONALD J TRUMP,REPUBLICAN,532,30116,20210622,PROV,0.017665029,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEPHENS,13257,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1365,11885,20210622,ABSENTEE,0.114850652,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEPHENS,13257,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6765,11885,20210622,ADVANCED VOTING,0.56920488,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEPHENS,13257,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1234,11885,20210622,ELECTION DAY,0.103828355,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEPHENS,13257,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,11885,20210622,PROV,0.000336559,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEWART,13259,PRESIDENT,DONALD J TRUMP,REPUBLICAN,105,1990,20210622,ABSENTEE,0.052763819,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEWART,13259,PRESIDENT,DONALD J TRUMP,REPUBLICAN,462,1990,20210622,ADVANCED VOTING,0.232160804,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEWART,13259,PRESIDENT,DONALD J TRUMP,REPUBLICAN,229,1990,20210622,ELECTION DAY,0.115075377,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,STEWART,13259,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5,1990,20210622,PROV,0.002512563,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,SUMTER,13261,PRESIDENT,DONALD J TRUMP,REPUBLICAN,837,12150,20210622,ABSENTEE,0.068888889,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,SUMTER,13261,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3358,12150,20210622,ADVANCED VOTING,0.276378601,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,SUMTER,13261,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1524,12150,20210622,ELECTION DAY,0.125432099,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,SUMTER,13261,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,12150,20210622,PROV,0.001069959,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALBOT,13263,PRESIDENT,DONALD J TRUMP,REPUBLICAN,241,3522,20210622,ABSENTEE,0.06842703,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALBOT,13263,PRESIDENT,DONALD J TRUMP,REPUBLICAN,686,3522,20210622,ADVANCED VOTING,0.194775696,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALBOT,13263,PRESIDENT,DONALD J TRUMP,REPUBLICAN,464,3522,20210622,ELECTION DAY,0.131743328,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALBOT,13263,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,3522,20210622,PROV,0.00028393,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALIAFERRO,13265,PRESIDENT,DONALD J TRUMP,REPUBLICAN,64,928,20210622,ABSENTEE,0.068965517,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALIAFERRO,13265,PRESIDENT,DONALD J TRUMP,REPUBLICAN,200,928,20210622,ADVANCED VOTING,0.215517241,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALIAFERRO,13265,PRESIDENT,DONALD J TRUMP,REPUBLICAN,96,928,20210622,ELECTION DAY,0.103448276,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TALIAFERRO,13265,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,928,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TATTNALL,13267,PRESIDENT,DONALD J TRUMP,REPUBLICAN,818,8183,20210622,ABSENTEE,0.099963339,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TATTNALL,13267,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3699,8183,20210622,ADVANCED VOTING,0.452034706,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TATTNALL,13267,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1536,8183,20210622,ELECTION DAY,0.18770622,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TATTNALL,13267,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,8183,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TAYLOR,13269,PRESIDENT,DONALD J TRUMP,REPUBLICAN,292,3839,20210622,ABSENTEE,0.076061474,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TAYLOR,13269,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1764,3839,20210622,ADVANCED VOTING,0.45949466,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TAYLOR,13269,PRESIDENT,DONALD J TRUMP,REPUBLICAN,349,3839,20210622,ELECTION DAY,0.090909091,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TAYLOR,13269,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,3839,20210622,PROV,0.003386299,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TELFAIR,13271,PRESIDENT,DONALD J TRUMP,REPUBLICAN,358,4333,20210622,ABSENTEE,0.08262174,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TELFAIR,13271,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1506,4333,20210622,ADVANCED VOTING,0.347565197,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TELFAIR,13271,PRESIDENT,DONALD J TRUMP,REPUBLICAN,958,4333,20210622,ELECTION DAY,0.22109393,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TELFAIR,13271,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,4333,20210622,PROV,0.000692361,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TERRELL,13273,PRESIDENT,DONALD J TRUMP,REPUBLICAN,270,4416,20210622,ABSENTEE,0.061141304,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TERRELL,13273,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1069,4416,20210622,ADVANCED VOTING,0.242074275,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TERRELL,13273,PRESIDENT,DONALD J TRUMP,REPUBLICAN,665,4416,20210622,ELECTION DAY,0.150588768,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TERRELL,13273,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,4416,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,THOMAS,13275,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1670,21853,20210622,ABSENTEE,0.076419714,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,THOMAS,13275,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8565,21853,20210622,ADVANCED VOTING,0.391937034,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,THOMAS,13275,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2718,21853,20210622,ELECTION DAY,0.124376516,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,THOMAS,13275,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,21853,20210622,PROV,4.57603E-05,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TIFT,13277,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1221,16283,20210622,ABSENTEE,0.074986182,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TIFT,13277,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6833,16283,20210622,ADVANCED VOTING,0.419640115,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TIFT,13277,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2721,16283,20210622,ELECTION DAY,0.167106799,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TIFT,13277,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9,16283,20210622,PROV,0.000552724,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOOMBS,13279,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1217,10914,20210622,ABSENTEE,0.111508155,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOOMBS,13279,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4852,10914,20210622,ADVANCED VOTING,0.444566612,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOOMBS,13279,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1797,10914,20210622,ELECTION DAY,0.164650907,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOOMBS,13279,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,10914,20210622,PROV,0.000549753,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOWNS,13281,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1227,7979,20210622,ABSENTEE,0.153778669,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOWNS,13281,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4165,7979,20210622,ADVANCED VOTING,0.521995237,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOWNS,13281,PRESIDENT,DONALD J TRUMP,REPUBLICAN,984,7979,20210622,ELECTION DAY,0.123323725,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TOWNS,13281,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8,7979,20210622,PROV,0.001002632,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TREUTLEN,13283,PRESIDENT,DONALD J TRUMP,REPUBLICAN,274,3077,20210622,ABSENTEE,0.089047774,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TREUTLEN,13283,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1409,3077,20210622,ADVANCED VOTING,0.457913552,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TREUTLEN,13283,PRESIDENT,DONALD J TRUMP,REPUBLICAN,418,3077,20210622,ELECTION DAY,0.135846604,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TREUTLEN,13283,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,3077,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TROUP,13285,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2905,30049,20210622,ABSENTEE,0.09667543,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TROUP,13285,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10519,30049,20210622,ADVANCED VOTING,0.350061566,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TROUP,13285,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4673,30049,20210622,ELECTION DAY,0.155512663,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TROUP,13285,PRESIDENT,DONALD J TRUMP,REPUBLICAN,46,30049,20210622,PROV,0.001530833,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TURNER,13287,PRESIDENT,DONALD J TRUMP,REPUBLICAN,233,3792,20210622,ABSENTEE,0.061445148,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TURNER,13287,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1738,3792,20210622,ADVANCED VOTING,0.458333333,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TURNER,13287,PRESIDENT,DONALD J TRUMP,REPUBLICAN,377,3792,20210622,ELECTION DAY,0.099419831,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TURNER,13287,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,3792,20210622,PROV,0.000263713,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TWIGGS,13289,PRESIDENT,DONALD J TRUMP,REPUBLICAN,310,4444,20210622,ABSENTEE,0.069756976,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TWIGGS,13289,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1219,4444,20210622,ADVANCED VOTING,0.27430243,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TWIGGS,13289,PRESIDENT,DONALD J TRUMP,REPUBLICAN,841,4444,20210622,ELECTION DAY,0.189243924,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,TWIGGS,13289,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,4444,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UNION,13291,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2232,15560,20210622,ABSENTEE,0.14344473,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UNION,13291,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7008,15560,20210622,ADVANCED VOTING,0.450385604,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UNION,13291,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3400,15560,20210622,ELECTION DAY,0.218508997,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UNION,13291,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11,15560,20210622,PROV,0.000706941,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UPSON,13293,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1175,12905,20210622,ABSENTEE,0.091049981,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UPSON,13293,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6063,12905,20210622,ADVANCED VOTING,0.4698179,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UPSON,13293,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1364,12905,20210622,ELECTION DAY,0.105695467,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,UPSON,13293,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,12905,20210622,PROV,0.000464936,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALKER,13295,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3517,29354,20210622,ABSENTEE,0.119813313,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALKER,13295,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14089,29354,20210622,ADVANCED VOTING,0.479968658,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALKER,13295,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5560,29354,20210622,ELECTION DAY,0.189412005,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALKER,13295,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8,29354,20210622,PROV,0.000272535,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALTON,13297,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6031,51095,20210622,ABSENTEE,0.118035033,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALTON,13297,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22594,51095,20210622,ADVANCED VOTING,0.44219591,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALTON,13297,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9202,51095,20210622,ELECTION DAY,0.1800959,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WALTON,13297,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15,51095,20210622,PROV,0.000293571,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARE,13299,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1368,14192,20210622,ABSENTEE,0.096392334,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARE,13299,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5900,14192,20210622,ADVANCED VOTING,0.41572717,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARE,13299,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2577,14192,20210622,ELECTION DAY,0.181581172,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARE,13299,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20,14192,20210622,PROV,0.001409245,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARREN,13301,PRESIDENT,DONALD J TRUMP,REPUBLICAN,205,2651,20210622,ABSENTEE,0.07732931,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARREN,13301,PRESIDENT,DONALD J TRUMP,REPUBLICAN,771,2651,20210622,ADVANCED VOTING,0.290833648,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARREN,13301,PRESIDENT,DONALD J TRUMP,REPUBLICAN,190,2651,20210622,ELECTION DAY,0.071671068,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WARREN,13301,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,2651,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WASHINGTON,13303,PRESIDENT,DONALD J TRUMP,REPUBLICAN,719,9459,20210622,ABSENTEE,0.076012263,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WASHINGTON,13303,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2458,9459,20210622,ADVANCED VOTING,0.259858336,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WASHINGTON,13303,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1481,9459,20210622,ELECTION DAY,0.156570462,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WASHINGTON,13303,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5,9459,20210622,PROV,0.000528597,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WAYNE,13305,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1354,12778,20210622,ABSENTEE,0.105963375,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WAYNE,13305,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6131,12778,20210622,ADVANCED VOTING,0.479809047,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WAYNE,13305,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2495,12778,20210622,ELECTION DAY,0.195257474,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WAYNE,13305,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7,12778,20210622,PROV,0.000547817,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WEBSTER,13307,PRESIDENT,DONALD J TRUMP,REPUBLICAN,121,1390,20210622,ABSENTEE,0.08705036,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WEBSTER,13307,PRESIDENT,DONALD J TRUMP,REPUBLICAN,488,1390,20210622,ADVANCED VOTING,0.351079137,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WEBSTER,13307,PRESIDENT,DONALD J TRUMP,REPUBLICAN,139,1390,20210622,ELECTION DAY,0.1,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WEBSTER,13307,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,1390,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHEELER,13309,PRESIDENT,DONALD J TRUMP,REPUBLICAN,202,2285,20210622,ABSENTEE,0.088402626,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHEELER,13309,PRESIDENT,DONALD J TRUMP,REPUBLICAN,943,2285,20210622,ADVANCED VOTING,0.412691466,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHEELER,13309,PRESIDENT,DONALD J TRUMP,REPUBLICAN,438,2285,20210622,ELECTION DAY,0.191684902,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHEELER,13309,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,2285,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITE,13311,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2088,14816,20210622,ABSENTEE,0.140928726,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITE,13311,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6680,14816,20210622,ADVANCED VOTING,0.450863931,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITE,13311,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3448,14816,20210622,ELECTION DAY,0.232721382,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITE,13311,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,14816,20210622,PROV,0.000404968,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITFIELD,13313,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3544,36746,20210622,ABSENTEE,0.096445872,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITFIELD,13313,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13084,36746,20210622,ADVANCED VOTING,0.356065966,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITFIELD,13313,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8963,36746,20210622,ELECTION DAY,0.243917705,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WHITFIELD,13313,PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,36746,20210622,PROV,0.001224623,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILCOX,13315,PRESIDENT,DONALD J TRUMP,REPUBLICAN,343,3281,20210622,ABSENTEE,0.104541298,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILCOX,13315,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1317,3281,20210622,ADVANCED VOTING,0.401402012,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILCOX,13315,PRESIDENT,DONALD J TRUMP,REPUBLICAN,743,3281,20210622,ELECTION DAY,0.226455349,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILCOX,13315,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,3281,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKES,13317,PRESIDENT,DONALD J TRUMP,REPUBLICAN,467,5029,20210622,ABSENTEE,0.092861404,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKES,13317,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1649,5029,20210622,ADVANCED VOTING,0.32789819,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKES,13317,PRESIDENT,DONALD J TRUMP,REPUBLICAN,704,5029,20210622,ELECTION DAY,0.139988069,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKES,13317,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,5029,20210622,PROV,0.00059654,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKINSON,13319,PRESIDENT,DONALD J TRUMP,REPUBLICAN,259,4770,20210622,ABSENTEE,0.054297694,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKINSON,13319,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1109,4770,20210622,ADVANCED VOTING,0.232494759,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKINSON,13319,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1293,4770,20210622,ELECTION DAY,0.271069182,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WILKINSON,13319,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,4770,20210622,PROV,0.000628931,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WORTH,13321,PRESIDENT,DONALD J TRUMP,REPUBLICAN,766,9285,20210622,ABSENTEE,0.082498654,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WORTH,13321,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3285,9285,20210622,ADVANCED VOTING,0.353796446,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WORTH,13321,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2779,9285,20210622,ELECTION DAY,0.299299946,REPUBLICAN,1,0,0,#N/A,0
2020,GEORGIA,GA,WORTH,13321,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,9285,20210622,PROV,0,REPUBLICAN,1,0,0,#N/A,0
2020,HAWAII,HI,HAWAII,15001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,26897,87814,20210622,TOTAL,0.306295124,DEMOCRAT,0,0,#N/A,0,1
2020,HAWAII,HI,HONOLULU,15003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,136250,382102,20210622,TOTAL,0.35658018,DEMOCRAT,0,0,#N/A,0,1
2020,HAWAII,HI,KAUAI,15007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11582,33497,20210622,TOTAL,0.345762307,DEMOCRAT,0,0,#N/A,0,1
2020,HAWAII,HI,MAUI,15009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22126,71044,20210622,TOTAL,0.311440797,DEMOCRAT,0,0,#N/A,0,1
2020,IDAHO,ID,ADA,16001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,130699,259389,20210622,TOTAL,0.503872562,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,ADAMS,16003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1941,2586,20210622,TOTAL,0.750580046,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,BANNOCK,16005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,23331,39553,20210622,TOTAL,0.589866761,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,BEAR LAKE,16007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2914,3315,20210622,TOTAL,0.879034691,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,BENEWAH,16009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3878,4973,20210622,TOTAL,0.779810979,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,BINGHAM,16011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15295,19996,20210622,TOTAL,0.764902981,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,BLAINE,16013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4032,13289,20210622,TOTAL,0.303408834,REPUBLICAN,1,0,0,#N/A,0
2020,IDAHO,ID,BOISE,16015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3485,4820,20210622,TOTAL,0.723029046,REPUBLICAN,1,0,0,#N/A,0
