year,state_name,state_po,county_name,county_fips,office,candidate,party,candidatevotes,total_votes,version,mode,perc,state,match,mask,republican,democrat,may_1_cutoff
2020,SOUTH CAROLINA,SC,DARLINGTON,45031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1174,32417,20210622,ABSENTEE BY MAIL,0.036215566,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DARLINGTON,45031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8807,32417,20210622,ELECTION DAY,0.27167844,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DARLINGTON,45031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,32417,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DARLINGTON,45031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5,32417,20210622,FAILSAFE PROVISIONAL,0.00015424,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DARLINGTON,45031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6827,32417,20210622,IN-PERSON ABSENTEE,0.210599377,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DARLINGTON,45031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19,32417,20210622,PROVISIONAL,0.000586112,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DILLON,45033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,659,13101,20210622,ABSENTEE BY MAIL,0.050301504,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DILLON,45033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4186,13101,20210622,ELECTION DAY,0.319517594,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DILLON,45033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,13101,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DILLON,45033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,13101,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DILLON,45033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1733,13101,20210622,IN-PERSON ABSENTEE,0.132279979,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DILLON,45033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,13101,20210622,PROVISIONAL,0.00030532,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DORCHESTER,45035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5456,77278,20210622,ABSENTEE BY MAIL,0.070602241,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DORCHESTER,45035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19301,77278,20210622,ELECTION DAY,0.249760605,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DORCHESTER,45035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,77278,20210622,FAILSAFE,2.58806E-05,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DORCHESTER,45035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,40,77278,20210622,FAILSAFE PROVISIONAL,0.000517612,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DORCHESTER,45035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17058,77278,20210622,IN-PERSON ABSENTEE,0.220735526,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,DORCHESTER,45035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,56,77278,20210622,PROVISIONAL,0.000724656,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,EDGEFIELD,45037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,652,13304,20210622,ABSENTEE BY MAIL,0.049007817,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,EDGEFIELD,45037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4322,13304,20210622,ELECTION DAY,0.324864702,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,EDGEFIELD,45037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,13304,20210622,FAILSAFE,7.51654E-05,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,EDGEFIELD,45037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,13304,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,EDGEFIELD,45037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3208,13304,20210622,IN-PERSON ABSENTEE,0.241130487,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,EDGEFIELD,45037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,13304,20210622,PROVISIONAL,7.51654E-05,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FAIRFIELD,45039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,568,12136,20210622,ABSENTEE BY MAIL,0.0468029,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FAIRFIELD,45039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2493,12136,20210622,ELECTION DAY,0.205421885,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FAIRFIELD,45039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,12136,20210622,FAILSAFE,0.000247198,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FAIRFIELD,45039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,12136,20210622,FAILSAFE PROVISIONAL,0.000164799,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FAIRFIELD,45039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1556,12136,20210622,IN-PERSON ABSENTEE,0.128213579,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FAIRFIELD,45039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,12136,20210622,PROVISIONAL,0.000247198,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FLORENCE,45041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2255,64510,20210622,ABSENTEE BY MAIL,0.034955821,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FLORENCE,45041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17596,64510,20210622,ELECTION DAY,0.272763913,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FLORENCE,45041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,64510,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FLORENCE,45041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10,64510,20210622,FAILSAFE PROVISIONAL,0.000155015,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FLORENCE,45041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12736,64510,20210622,IN-PERSON ABSENTEE,0.197426756,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,FLORENCE,45041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18,64510,20210622,PROVISIONAL,0.000279027,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GEORGETOWN,45043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2612,36668,20210622,ABSENTEE BY MAIL,0.071233773,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GEORGETOWN,45043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10252,36668,20210622,ELECTION DAY,0.279589833,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GEORGETOWN,45043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,36668,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GEORGETOWN,45043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21,36668,20210622,FAILSAFE PROVISIONAL,0.000572706,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GEORGETOWN,45043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7567,36668,20210622,IN-PERSON ABSENTEE,0.206365223,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GEORGETOWN,45043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,35,36668,20210622,PROVISIONAL,0.000954511,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENVILLE,45045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18193,258155,20210622,ABSENTEE BY MAIL,0.070473165,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENVILLE,45045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,110201,258155,20210622,ELECTION DAY,0.4268792,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENVILLE,45045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,181,258155,20210622,FAILSAFE,0.000701129,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENVILLE,45045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,619,258155,20210622,FAILSAFE PROVISIONAL,0.002397784,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENVILLE,45045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20679,258155,20210622,IN-PERSON ABSENTEE,0.080103039,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENVILLE,45045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,148,258155,20210622,PROVISIONAL,0.000573299,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENWOOD,45047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2048,32006,20210622,ABSENTEE BY MAIL,0.063988002,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENWOOD,45047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11399,32006,20210622,ELECTION DAY,0.356151972,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENWOOD,45047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,59,32006,20210622,FAILSAFE,0.001843404,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENWOOD,45047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20,32006,20210622,FAILSAFE PROVISIONAL,0.000624883,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENWOOD,45047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5860,32006,20210622,IN-PERSON ABSENTEE,0.18309067,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,GREENWOOD,45047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,32006,20210622,PROVISIONAL,0.001405986,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HAMPTON,45049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,333,9305,20210622,ABSENTEE BY MAIL,0.035787211,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HAMPTON,45049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2475,9305,20210622,ELECTION DAY,0.265986029,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HAMPTON,45049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5,9305,20210622,FAILSAFE,0.000537346,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HAMPTON,45049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,9305,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HAMPTON,45049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1082,9305,20210622,IN-PERSON ABSENTEE,0.116281569,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HAMPTON,45049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11,9305,20210622,PROVISIONAL,0.00118216,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HORRY,45051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14328,179744,20210622,ABSENTEE BY MAIL,0.07971337,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HORRY,45051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,59651,179744,20210622,ELECTION DAY,0.331866432,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HORRY,45051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,93,179744,20210622,FAILSAFE,0.000517403,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HORRY,45051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10,179744,20210622,FAILSAFE PROVISIONAL,5.56347E-05,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HORRY,45051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,44470,179744,20210622,IN-PERSON ABSENTEE,0.247407424,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,HORRY,45051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,269,179744,20210622,PROVISIONAL,0.001496573,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,JASPER,45053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,963,14394,20210622,ABSENTEE BY MAIL,0.066902876,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,JASPER,45053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3920,14394,20210622,ELECTION DAY,0.272335695,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,JASPER,45053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,14394,20210622,FAILSAFE,0.000138947,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,JASPER,45053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,14394,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,JASPER,45053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2182,14394,20210622,IN-PERSON ABSENTEE,0.151590941,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,JASPER,45053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11,14394,20210622,PROVISIONAL,0.000764207,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,KERSHAW,45055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1691,33629,20210622,ABSENTEE BY MAIL,0.050283981,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,KERSHAW,45055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11103,33629,20210622,ELECTION DAY,0.330161468,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,KERSHAW,45055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,33629,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,KERSHAW,45055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5,33629,20210622,FAILSAFE PROVISIONAL,0.000148681,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,KERSHAW,45055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7664,33629,20210622,IN-PERSON ABSENTEE,0.22789854,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,KERSHAW,45055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8,33629,20210622,PROVISIONAL,0.00023789,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LANCASTER,45057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2742,49868,20210622,ABSENTEE BY MAIL,0.054985161,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LANCASTER,45057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15407,49868,20210622,ELECTION DAY,0.308955643,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LANCASTER,45057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16,49868,20210622,FAILSAFE,0.000320847,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LANCASTER,45057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,46,49868,20210622,FAILSAFE PROVISIONAL,0.000922435,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LANCASTER,45057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11984,49868,20210622,IN-PERSON ABSENTEE,0.24031443,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LANCASTER,45057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,117,49868,20210622,PROVISIONAL,0.002346194,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LAURENS,45059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1044,30488,20210622,ABSENTEE BY MAIL,0.034242981,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LAURENS,45059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14512,30488,20210622,ELECTION DAY,0.475990554,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LAURENS,45059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22,30488,20210622,FAILSAFE,0.000721595,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LAURENS,45059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,30488,20210622,FAILSAFE PROVISIONAL,0.000426397,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LAURENS,45059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4391,30488,20210622,IN-PERSON ABSENTEE,0.144023878,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LAURENS,45059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22,30488,20210622,PROVISIONAL,0.000721595,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEE,45061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,204,8431,20210622,ABSENTEE BY MAIL,0.024196418,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEE,45061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1832,8431,20210622,ELECTION DAY,0.217293322,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEE,45061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,8431,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEE,45061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,8431,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEE,45061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,972,8431,20210622,IN-PERSON ABSENTEE,0.115288815,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEE,45061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,8431,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEXINGTON,45063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12723,144568,20210622,ABSENTEE BY MAIL,0.088007028,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEXINGTON,45063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,61434,144568,20210622,ELECTION DAY,0.424948813,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEXINGTON,45063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,86,144568,20210622,FAILSAFE,0.000594876,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEXINGTON,45063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,168,144568,20210622,FAILSAFE PROVISIONAL,0.001162083,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEXINGTON,45063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18354,144568,20210622,IN-PERSON ABSENTEE,0.126957556,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,LEXINGTON,45063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,52,144568,20210622,PROVISIONAL,0.000359692,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MCCORMICK,45065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,269,5697,20210622,ABSENTEE BY MAIL,0.047217834,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MCCORMICK,45065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1180,5697,20210622,ELECTION DAY,0.207126558,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MCCORMICK,45065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,5697,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MCCORMICK,45065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,5697,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MCCORMICK,45065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1509,5697,20210622,IN-PERSON ABSENTEE,0.264876251,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MCCORMICK,45065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,5697,20210622,PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARION,45067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,500,14704,20210622,ABSENTEE BY MAIL,0.034004353,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARION,45067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2917,14704,20210622,ELECTION DAY,0.198381393,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARION,45067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,14704,20210622,FAILSAFE,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARION,45067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,14704,20210622,FAILSAFE PROVISIONAL,0.000136017,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARION,45067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2277,14704,20210622,IN-PERSON ABSENTEE,0.154855822,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARION,45067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15,14704,20210622,PROVISIONAL,0.001020131,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARLBORO,45069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,389,11446,20210622,ABSENTEE BY MAIL,0.033985672,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARLBORO,45069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2189,11446,20210622,ELECTION DAY,0.19124585,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARLBORO,45069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,14,11446,20210622,FAILSAFE,0.001223135,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARLBORO,45069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,11446,20210622,FAILSAFE PROVISIONAL,0,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARLBORO,45069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2435,11446,20210622,IN-PERSON ABSENTEE,0.212738074,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,MARLBORO,45069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,17,11446,20210622,PROVISIONAL,0.001485235,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,NEWBERRY,45071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,910,18631,20210622,ABSENTEE BY MAIL,0.048843326,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,NEWBERRY,45071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6371,18631,20210622,ELECTION DAY,0.341956953,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,NEWBERRY,45071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,18631,20210622,FAILSAFE,5.3674E-05,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,NEWBERRY,45071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13,18631,20210622,FAILSAFE PROVISIONAL,0.000697762,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,NEWBERRY,45071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4144,18631,20210622,IN-PERSON ABSENTEE,0.222424991,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,NEWBERRY,45071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,18631,20210622,PROVISIONAL,0.000214696,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,OCONEE,45073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3462,40668,20210622,ABSENTEE BY MAIL,0.085128356,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,OCONEE,45073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16894,40668,20210622,ELECTION DAY,0.415412609,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,OCONEE,45073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9,40668,20210622,FAILSAFE,0.000221304,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,OCONEE,45073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,21,40668,20210622,FAILSAFE PROVISIONAL,0.000516377,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,OCONEE,45073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9276,40668,20210622,IN-PERSON ABSENTEE,0.228090882,REPUBLICAN,1,0,0,#N/A,0
2020,SOUTH CAROLINA,SC,OCONEE,45073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,36,40668,20210622,PROVISIONAL,0.000885217,REPUBLICAN,1,0,0,#N/A,0
